agent,andvari_reason,andvari_status,kvasir_reason,kvasir_status,lidskjalv_reason,lidskjalv_status,mimir_reason,mimir_status,project_key,repo_slug,run_id,variant
claude,,passed,no-test-files-found,skipped,,passed,,passed,JMCuixy_swagger2word__generated_v3_claude,JMCuixy_swagger2word,20260515T132132Z__JMCuixy_swagger2word__0da57120,v3
claude,,,,,,passed,,,eugene-khyst_postgresql-event-sourcing__original,eugene-khyst_postgresql-event-sourcing,20260515T132141Z__eugene-khyst_postgresql-event-sourcing__90faafbb,original
claude,,passed,tests-failed,failed,,passed,,passed,eugene-khyst_postgresql-event-sourcing__generated_claude,eugene-khyst_postgresql-event-sourcing,20260515T132141Z__eugene-khyst_postgresql-event-sourcing__90faafbb,generated
claude,,passed,write-scope-violation,failed,,passed,,passed,eugene-khyst_postgresql-event-sourcing__generated_v2_claude,eugene-khyst_postgresql-event-sourcing,20260515T132141Z__eugene-khyst_postgresql-event-sourcing__90faafbb,v2
claude,,passed,runner-timeout,failed,,passed,,passed,eugene-khyst_postgresql-event-sourcing__generated_v3_claude,eugene-khyst_postgresql-event-sourcing,20260515T132141Z__eugene-khyst_postgresql-event-sourcing__90faafbb,v3
claude,,,,,no_build_file,failed,,,facebook_SoLoader__original,facebook_SoLoader,20260515T132149Z__facebook_SoLoader__d3d721fb,original
claude,,passed,no-test-files-found,skipped,,passed,,passed,facebook_SoLoader__generated_claude,facebook_SoLoader,20260515T132149Z__facebook_SoLoader__d3d721fb,generated
claude,,passed,no-test-files-found,skipped,,passed,,passed,facebook_SoLoader__generated_v2_claude,facebook_SoLoader,20260515T132149Z__facebook_SoLoader__d3d721fb,v2
claude,,passed,no-test-files-found,skipped,,passed,,passed,facebook_SoLoader__generated_v3_claude,facebook_SoLoader,20260515T132149Z__facebook_SoLoader__d3d721fb,v3
claude,,,,,,passed,,,feiniaojin_graceful-response__original,feiniaojin_graceful-response,20260515T132155Z__feiniaojin_graceful-response__cf1cd118,original
claude,,passed,,passed,,passed,,passed,feiniaojin_graceful-response__generated_claude,feiniaojin_graceful-response,20260515T132155Z__feiniaojin_graceful-response__cf1cd118,generated
claude,,passed,,passed,,passed,,passed,feiniaojin_graceful-response__generated_v2_claude,feiniaojin_graceful-response,20260515T132155Z__feiniaojin_graceful-response__cf1cd118,v2
claude,,passed,,passed,,passed,,passed,feiniaojin_graceful-response__generated_v3_claude,feiniaojin_graceful-response,20260515T132155Z__feiniaojin_graceful-response__cf1cd118,v3
claude,,,,,unknown,failed,,,jenkinsci_jenkinsfile-runner__original,jenkinsci_jenkinsfile-runner,20260515T132202Z__jenkinsci_jenkinsfile-runner__9be9c0fb,original
claude,,passed,behavioral-difference-evidence,failed,,passed,,passed,jenkinsci_jenkinsfile-runner__generated_claude,jenkinsci_jenkinsfile-runner,20260515T132202Z__jenkinsci_jenkinsfile-runner__9be9c0fb,generated
claude,,passed,behavioral-difference-evidence,failed,,passed,,passed,jenkinsci_jenkinsfile-runner__generated_v2_claude,jenkinsci_jenkinsfile-runner,20260515T132202Z__jenkinsci_jenkinsfile-runner__9be9c0fb,v2
claude,,passed,tests-failed,failed,build_failure,failed,,passed,jenkinsci_jenkinsfile-runner__generated_v3_claude,jenkinsci_jenkinsfile-runner,20260515T132202Z__jenkinsci_jenkinsfile-runner__9be9c0fb,v3
claude,,,,,,passed,,,mitre_HTTP-Proxy-Servlet__original,mitre_HTTP-Proxy-Servlet,20260515T132208Z__mitre_HTTP-Proxy-Servlet__c799c5e1,original
claude,,passed,behavioral-difference-evidence,failed,,passed,,passed,mitre_HTTP-Proxy-Servlet__generated_claude,mitre_HTTP-Proxy-Servlet,20260515T132208Z__mitre_HTTP-Proxy-Servlet__c799c5e1,generated
claude,,passed,behavioral-difference-evidence,failed,,passed,,passed,mitre_HTTP-Proxy-Servlet__generated_v2_claude,mitre_HTTP-Proxy-Servlet,20260515T132208Z__mitre_HTTP-Proxy-Servlet__c799c5e1,v2
claude,,passed,runner-timeout,failed,,passed,,passed,mitre_HTTP-Proxy-Servlet__generated_v3_claude,mitre_HTTP-Proxy-Servlet,20260515T132208Z__mitre_HTTP-Proxy-Servlet__c799c5e1,v3
claude,,,,,cli_fallback_failed,failed,,,stealthcopter_AndroidNetworkTools__original,stealthcopter_AndroidNetworkTools,20260518T082419Z__stealthcopter_AndroidNetworkTools__a82af8a5,original
claude,,passed,behavioral-difference-evidence,failed,,passed,,passed,stealthcopter_AndroidNetworkTools__generated_claude,stealthcopter_AndroidNetworkTools,20260518T082419Z__stealthcopter_AndroidNetworkTools__a82af8a5,generated
claude,,passed,write-scope-violation,failed,,passed,,passed,stealthcopter_AndroidNetworkTools__generated_v2_claude,stealthcopter_AndroidNetworkTools,20260518T082419Z__stealthcopter_AndroidNetworkTools__a82af8a5,v2
claude,,passed,behavioral-difference-evidence,failed,,passed,,passed,stealthcopter_AndroidNetworkTools__generated_v3_claude,stealthcopter_AndroidNetworkTools,20260518T082419Z__stealthcopter_AndroidNetworkTools__a82af8a5,v3
